Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Job Tailored Resume Content Generation,S. S. Kale; W. B. Andreopoulos,"Department of Computer Science, San Jose State University, San Jose, United States; Department of Computer Science, San Jose State University, San Jose, United States",2023 IEEE Ninth International Conference on Big Data Computing Service and Applications (BigDataService),1 Sep 2023,2023,,,40.0,47.0,"Generally candidates apply to multiple jobs with a single resume and do not tend to customize their resume to match the job description. This hampers their chances of getting a resume shortlisted for the job. The project aims to help such candidates build job tailored resumes that help them create a customized and targeted resume for a specific job. The tool specifically targets candidates’ employment work history for resume content generation. We create a synthetic dataset built from candidates’ employment history and online job descriptions. We use natural language processing (NLP) techniques to extract and organize the dataset, experiment with multiple dataset variations and cite ways to effectively build the dataset for the proposed task. We then use natural language generation by fine tuning GPT-2 for the task of resume content generation. Finally we evaluate the fine tuned model on various metrics and report our findings.",,979-8-3503-3379-4,10.1109/BigDataService58306.2023.00012,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10233997,content generation;natural language generation;natural language processing;generative AI;transformers,Measurement;Resumes;Employment;Computer architecture;Transformers;Natural language processing;History,,6.0,,26.0,IEEE,1 Sep 2023,17-20 July 2023,17-20 July 2023,IEEE,IEEE Conferences
Mapping of Educational Course Descriptions to ESCO Competences Using Large Language Models,A. C. Romão; F. Ribeiro; L. M. Sousa; A. J. R. Neves,"DETI, University of Aveiro, Aveiro, Portugal; IEETA / DETI, University of Aveiro, Aveiro, Portugal; IEETA / DETI, University of Aveiro, Aveiro, Portugal; IEETA / DETI, University of Aveiro, Aveiro, Portugal",2025 IEEE Global Engineering Education Conference (EDUCON),2025-06-03 00:00:00,2025,,,1.0,7.0,"The business sector currently faces a challenge in linking the descriptions of training offers with the actual skills acquired by participants at the time of its completion, posing a barrier for both workers when choosing job offers and companies when selecting candidates based on their skills. To address this issue, the European Union recently made available a database containing the multilingual taxonomy of European Qualifications, Competences, and Occupations (ESCO), which aims to be the fundamental reference for professional integration and mobility within Europe. This taxonomy works as a dictionary that categorizes and describes more than 3000 occupations and 13,900 competences. Consequently, the objective of this research was to develop a computational system capable of processing educational information from course descriptions and mapping it to ESCO competencies. Large Language Models (LLMs), specifically GPT-4, were used to assist in this task. In terms of implementation, the user can interact with the system based on an interface with a chat-like appearance and an API that integrates and communicates with the ESCO API and GPT-4 through Flowise, a workflow framework for LLMs. To validate the system's effectiveness, an experiment was conducted with professors coordinating various courses. They tested the platform and provided feedback on its performance in mapping course descriptions to the appropriate ESCO competences. The ultimate goal of this system is to benefit universities, students, and companies. For universities, it assists in mapping course descriptions to ESCO competencies. For students, it provides a clearer understanding of the skills they will gain from a specific course, assisting in career planning and personal development. For companies, it offers a reliable way to assess the skills of graduates, which improves hiring decisions.",2165-9567,979-8-3315-3949-8,10.1109/EDUCON62633.2025.11016399,NextGenerationEU(grant numbers:C645112083-00000059); University of Aveiro; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11016399,taxonomies;training and educational offers;skills;information systems;large language models;artificial intelligence,Visualization;Accuracy;Large language models;Taxonomy;Europe;Companies;Reliability;Usability;Software engineering;Qualifications,,,,12.0,IEEE,2025-06-03 00:00:00,22-25 April 2025,22-25 April 2025,IEEE,IEEE Conferences
Mitigate Gender Bias in Construction: Fusion of Deep Reinforcement Learning-Based Contract Theory and Blockchain,Z. Zhan; Y. Dong; D. M. Doe; Y. Hu; S. Li; S. Cao; W. Li; Z. Han,"Qingdao Institute of Software, College of Computer Science and Technology, China University of Petroleum (East China), Qingdao, China; Department of Architectural Engineering, The Pennsylvania State University, University Park, PA, USA; Electrical and Computer Engineering Department, University of Houston, Houston, TX, USA; Department of Architectural Engineering, The Pennsylvania State University, University Park, PA, USA; Department of Civil and Environmental Engineering, University of Tennessee, Knoxville, TN, USA; Qingdao Institute of Software, College of Computer Science and Technology, China University of Petroleum (East China), Qingdao, China; Department of Computer Science, Texas Southern University, Houston, TX, USA; Electrical and Computer Engineering Department, University of Houston, Houston, TX, USA",2023 IEEE International Conference on Blockchain (Blockchain),2024-01-30 00:00:00,2023,,,86.0,91.0,"With the remarkable progress in teleoperation, physical fitness-based gender bias has become negligible within the construction sector. Nonetheless, the labor market remains male-dominated, posing tremendous unfairness toward females. In light of this, we developed a two-phase recruitment framework that utilizes blockchain, zero-knowledge proofs (ZKPs), deep reinforcement learning (DRL), and contract theory, aiming to enhance fairness, transparency, and automation. First, we devised a resume screening approach independent of gender to ensure fairness and alleviate gender bias in candidate assessment, by leveraging blockchain and ZKPs. In the second phase, we introduce a recruitment process that combines blockchain and DRL-based contract theory. This integration successfully mitigates gender bias that may arise from the self-disclosure property of contract theory. To evaluate the effectiveness of our proposed approach, we conducted comprehensive simulations from various dimensions. The results demonstrated the robustness and superiority of our method.",2834-9946,979-8-3503-1929-3,10.1109/Blockchain60715.2023.00023,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10411463,gender bias;blokchain;zero-knowledge proofs;deep reinforcement learning;contract theory,Resumes;Reinforcement learning;Privacy breach;Robustness;Blockchains;Contracts;Recruitment,,7.0,,19.0,IEEE,2024-01-30 00:00:00,17-21 Dec. 2023,17-21 Dec. 2023,IEEE,IEEE Conferences
Framework for the mobile and web development of NU Guidance Service System (NUGSS),P. S. Arcilla; K. L. D. Domingo; A. Y. O. Joaquin; A. N. O. Ungos; M. N. Jamis,"College of Computing and Information Technologies, National University, Manila, Philippines; College of Computing and Information Technologies, National University, Manila, Philippines; College of Computing and Information Technologies, National University, Manila, Philippines; College of Computing and Information Technologies, National University, Manila, Philippines; College of Computing and Information Technologies, National University, Manila, Philippines",2021 1st International Conference in Information and Computing Research (iCORE),2022-01-24 00:00:00,2021,,,157.0,162.0,"Mental health is similarly valuable as physical health. The students mainly focused on their academic accomplishments and performances and tended to forget to assess themselves and take care of their mental health. Guidance Associates play a significant role in students' university life. They help students to understand what they are feeling and how to deal with their problems. The proponents conducted a pre-survey to know the students' take on the guidance office services before and during the pandemic. The survey results show that the schedule of the Guidance throughout conflicts with the students' busy time. On the other hand, the students' difficulty in virtual practice usually happens when different platforms are used by the guidance department that confuses students. The target client of this study will be the National University-Manila. This study is significant as it aims to help the Guidance Department reach out to students in an organized manner. Furthermore, this study will help them promote and manage their offered services in a more convenient way. National University Guidance Service System (NUGSS) aims to develop a mobile and web application used for the Guidance Department. This study aims to help the students: to request their needed guidance services, know the status of their requested service, conduct counseling with their respected guidance associates, Student Individual Inventory (SII), track their mood; and a chatbot for frequently asked questions (FAQs) about the guidance department services.",,978-1-6654-0210-1,10.1109/iCORE54267.2021.00047,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9681463,Guidance Department;counseling;Guidance Associates;students;Guidance Service Office;GSO,Employee welfare;Schedules;Pandemics;Mood;Anxiety disorders;Mental health;Chatbots,,,,7.0,IEEE,2022-01-24 00:00:00,11-12 Dec. 2021,11-12 Dec. 2021,IEEE,IEEE Conferences
Screening and Ranking Resumes using Stacked Model,R. Ransing; A. Mohan; N. B. Emberi; K. Mahavarkar,"Department of Information Technology, Vidyalankar Institute of Technology, Mumbai, India; Department of Information Technology, Vidyalankar Institute of Technology, Mumbai, India; Department of Information Technology, Vidyalankar Institute of Technology, Mumbai, India; Department of Information Technology, Vidyalankar Institute of Technology, Mumbai, India","2021 5th International Conference on Electrical, Electronics, Communication, Computer Technologies and Optimization Techniques (ICEECCOT)",16 Feb 2022,2021,,,643.0,648.0,"Talent acquisition is essential for all companies irrespective of the size of their business. As it is next to impossible to look through numerous resumes manually, we have created an automated resume screening application. This system makes use of Machine Learning algorithms such as KNN, Linear SVC, and XGBoost. A two-level stacked model containing all these algorithms is constructed which helps in predicting specific job profiles from a text description accurately. This framework can be valuable for organizations to waitlist competitors and furthermore for the applicants who can check if their resume is very much shaped for the system to recognize right work profiles from it. A ranking system is also implemented, for the companies, featuring the most relevant profiles on the top.",,978-1-6654-3272-6,10.1109/ICEECCOT52851.2021.9707977,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9707977,Stacking Classifiers;Linear SVC;XGBoost Classifier;SVC;KNN;Machine Learning;Resume Screening;Resume Ranking;Resume Evaluation;Natural Language Processing,Machine learning algorithms;Computational modeling;Resumes;Stacking;Static VAr compensators;Companies;Predictive models,,19.0,,14.0,IEEE,16 Feb 2022,10-11 Dec. 2021,10-11 Dec. 2021,IEEE,IEEE Conferences
RaPare: A Generic Strategy for Cold-Start Rating Prediction Problem,J. Xu; Y. Yao; H. Tong; X. Tao; J. Lu,"State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China; State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China; School of Computing, Informatics, Decision Systems Engineering, Arizona State University, Phoenix, AZ; State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China; State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",IEEE Transactions on Knowledge and Data Engineering,28 Apr 2017,2017,29.0,6.0,1296.0,1309.0,"In recent years, recommender system is one of indispensable components in many e-commerce websites. One of the major challenges that largely remains open is the cold-start problem, which can be viewed as a barrier that keeps the cold-start users/items away from the existing ones. In this paper, we aim to break through this barrier for cold-start users/items by the assistance of existing ones. In particular, inspired by the classic Elo Rating System, which has been widely adopted in chess tournaments, we propose a novel rating comparison strategy (RAPARE) to learn the latent profiles of cold-start users/items. The centerpiece of our RAPARE is to provide a fine-grained calibration on the latent profiles of cold-start users/items by exploring the differences between cold-start and existing users/items. As a generic strategy, our proposed strategy can be instantiated into existing methods in recommender systems. To reveal the capability of RAPARE strategy, we instantiate our strategy on two prevalent methods in recommender systems, i.e., the matrix factorization based and neighborhood based collaborative filtering. Experimental evaluations on five real data sets validate the superiority of our approach over the existing methods in cold-start scenario.",1558-2191,,10.1109/TKDE.2016.2615039,"National Basic Research 973 Program(grant numbers:2015CB352202); National Natural Science Foundation(grant numbers:61373011,91318301,61321491); Collaborative Innovation Center of Novel Software Technology and Industrialization; The program B for Outstanding PhD candidate of Nanjing University; National Science Foundation(grant numbers:IIS1017415); DTRA(grant numbers:HDTRA1-16-0017); Army Research Office(grant numbers:W911NF-16-1-0168); National Institutes of Health(grant numbers:R01LM011986); Region II University Transportation Center(grant numbers:49997-33 25); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582500,Recommender systems;cold-start problem;rating comparison strategy,Recommender systems;Collaboration;Interviews;Optimization;Algorithm design and analysis;Calibration;Electronic mail,,21.0,,40.0,IEEE,4 Oct 2016,1 June 2017,,IEEE,IEEE Journals
ComProFITS: A web-based platform for human resources competence assessment,N. Mittas; G. Kakarontzas; M. Bohlouli; L. Angelis; I. Stamelos; M. Fathi,"Department of Informatics, Aristotle University of Thessaloniki, Thessaloniki, Greece; Department of Computer Science and Engineering, T.E.I. of Thessaly, Larissa, Greece; Faculty of Science and Engineering, University of Siegen, Siegen, Germany; Department of Informatics, Aristotle University of Thessaloniki, Thessaloniki, Greece; Department of Informatics, Aristotle University of Thessaloniki, Thessaloniki, Greece; Faculty of Science and Engineering, University of Siegen, Siegen, Germany","2015 6th International Conference on Information, Intelligence, Systems and Applications (IISA)",2016-01-21 00:00:00,2015,,,1.0,6.0,"An efficient assessment of human resource competences, followed by the goal oriented analysis of the results, support the identification of the competence gaps in organizations and the allocation of resources towards identified gaps. This paper presents the basic idea as well as the scientific and implementation results of the ComProFITS project as an innovative web-based platform for the evaluation of existing employees and the recruitment of new employees in organizations. The platform integrates research on the statistical assessment of competences, an innovative competence pyramid and many alternative methods of employee evaluation and recruitment. The initial version of the platform is being applied and used in the IT sector in a large organization in Spain with the goal of extending it to the Spanish and European wide enterprises in different sectors.",,978-1-4673-9311-9,10.1109/IISA.2015.7388113,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7388113,,Organizations;Recruitment;Employment;Training;Numerical models;Radar,,8.0,,21.0,IEEE,2016-01-21 00:00:00,6-8 July 2015,6-8 July 2015,IEEE,IEEE Conferences
Design of Domain-driven Microservices-based Software Talent Evaluation and Recommendation System,K. Zhang; J. Tian; Q. Yuan; J. Han,"Huangshan University, Huangshan, China; Huangshan University, Huangshan, China; Huangshan University, Huangshan, China; Huangshan University, Huangshan, China","2022 3rd International Conference on Education, Knowledge and Information Management (ICEKIM)",1 Feb 2023,2022,,,310.0,314.0,"Software talent ability evaluation exists both on the school side and the market side. Companies cannot fully understand the ability of candidates through resumes and interviews in a short period. In response to this situation, this paper proposes a microservices-based evaluation and recommendation system that attempts to bridge the supply and demand sides of talent. We collect multi-dimensional data on students’ learning process and engineering project activities during their school years from the school side, use the crawled job requirement data to build the occupational competency requirement model from the market side, and finally use similarity calculation to achieve talent recommendation.",,978-1-6654-1666-5,10.1109/ICEKIM55072.2022.00076,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10027413,domain-driven design;microservices;competency requirement model;knowledge graph;recommendation algorithm,Supply and demand;Software algorithms;Resumes;Microservice architectures;Computer architecture;Software;Information management,,,,7.0,IEEE,1 Feb 2023,21-23 Jan. 2022,21-23 Jan. 2022,IEEE,IEEE Conferences
Real-Time Resume Classification System Using LinkedIn Profile Descriptions,S. Ramraj; V. Sivakumar; K. Ramnath G.,"Department of Software Engineering, SRM Institute of Science and Technology, Chennai, India; Department of Software Engineering, SRM Institute of Science and Technology, Chennai, India; Department of Computer Science, SRM Institute of Science and Technology, Chennai, India",2020 International Conference on Computational Intelligence for Smart Power System and Sustainable Energy (CISPSSE),5 Oct 2020,2020,,,1.0,4.0,"In the domain of online job recruitment, accurate job and resume classification is vital for both the seeker and the recruiter. We have built an automatic text classification system that utilizes various techniques like Term frequency-inverse document frequency with Machine Learning and Convolution Neural network for training the model with texts and classifying them into labels and finally to compare their results. Using resume data of applicants, we have categorized them into different categories. Due to the sensitive nature of resume data, we have used domain adaptation. A classifier is trained on a large dataset of job description snippet, which is then used to classify resume data. Despite having a small dataset, consistent classification performance is seen. The primary filter for this type of work is the efficiency the system can provide. We aim to compare the results obtained by various algorithms that are generated using the same data so that the efficiency of each algorithm can be evaluated. From the result, it is evident that character-level CNN gives a better F1 score compared to other models.",,978-1-7281-7274-3,10.1109/CISPSSE49931.2020.9212209,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9212209,Domain Adaptation;CNN;SVM,Training;Adaptation models;Social networking (online);Resumes;Text categorization;Neural networks;Real-time systems;Classification algorithms;Power systems;Recruitment,,11.0,,14.0,IEEE,5 Oct 2020,29-31 July 2020,29-31 July 2020,IEEE,IEEE Conferences
Data Mining Classification and analytical model of prediction for Job Placements using Fuzzy Logic,S. Venkatachalam,"Karpagam Academy of Higher Education, Coimbatore, Tamilnadu, India",2021 5th International Conference on Trends in Electronics and Informatics (ICOEI),2021-06-21 00:00:00,2021,,,765.0,770.0,"One of the most common issues that new graduates experience is the insufficient understanding of basic concepts. Major skill gaps in this area include a lack of deep comprehension on technical information, lack of customer management abilities, and insufficient knowledge of numerous disciplines. The study has attributed a lack of English communication skills, which they found in 73.63% of applicants, and poor analytical and quantitative skills, which they found in 57.96% of applicants, as a major cause of unemployment. Aptitude tests are conducted to analyze the problem-solving skills of the candidate; this evaluation helps to solve a problem at a given point in time. The proposed study has collected data on students, who had different information about their previous and current academic records, and then different classification algorithms along with the Data Mining Tool (VEKA) are used to analyze academic performance in training and accommodation. This study presents a proposed model based on a classification approach to find a better evaluation method in order to predict the student accommodation. There are many basic classification algorithms and statistical methods that can be used as good resources for classifying student datasets in education. In this article, a fuzzy inference system was used to predict the student performance and improve academic performance. This model can determine the relationship between student achievement and campus placement.",,978-1-6654-1571-2,10.1109/ICOEI51242.2021.9452811,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9452811,Mining classification;fuzzy logic;predictions;low analytical and quantitative skills,Fuzzy logic;Training;Statistical analysis;Tools;Predictive models;Classification algorithms;Naive Bayes methods,,6.0,,23.0,IEEE,2021-06-21 00:00:00,3-5 June 2021,3-5 June 2021,IEEE,IEEE Conferences
Text Segmentation Methods for Annotation on eHealth Consultation with Interview Function Labels: A Comparative Study,Y. Rahmawati; D. Siahaan; D. Purwitasari,"Department Of Informatics, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department Of Informatics, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department Of Informatics, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia",2023 IEEE 8th International Conference On Software Engineering and Computer Systems (ICSECS),26 Sep 2023,2023,,,72.0,77.0,"There have been several existing text segmentation methods. Nevertheless, no study has provided the experimental result on the performance of those methods in segmenting text of health consultation data based on sentence context and provided automatic annotation on the segmented results in the form of interview function labels. This study compares four methods with different text segmentation approaches and analyzes their performances based on their reliability concerning human expert judgment. The methods are Content Vector Segmentation (CVS), GraphSeg, K-Means, and Latent Dirichlet Allocation (LDA). This study used a greedy similarity approach to perform automatic annotation by selecting candidate labels based on the maximum value. The annotation results were evaluated using Gwet's AC1 method to assess the integrity among evaluators in clinical research. The evaluation results indicate that the CVS method outperforms other methods and has a substantial level of agreement (0.67). It is also relatively stable, with a standard deviation of 0.12.",,979-8-3503-1093-1,10.1109/ICSECS58457.2023.10256340,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10256340,Text Segmentation;Data Annotation;eHealth Consultation,Annotations;Computational modeling;Employment;Stability analysis;Electronic healthcare;Resource management;Reliability,,1.0,,22.0,IEEE,26 Sep 2023,25-27 Aug. 2023,25-27 Aug. 2023,IEEE,IEEE Conferences
The Role of Biased Data in Computerized Gender Discrimination,M. A. Ahmed; M. Chatterjee; P. Dadure; P. Pakray,"National Institute of Technology Silchar, Assam, India; National Institute of Technology Silchar, Assam, India; National Institute of Technology Silchar, Assam, India; National Institute of Technology Silchar, Assam, India","2022 IEEE/ACM 3rd International Workshop on Gender Equality, Diversity and Inclusion in Software Engineering (GEICSE)",11 Aug 2022,2022,,,6.0,11.0,"Gender bias is prevalent in all walks of life from schools to colleges, corporate as well as government offices. This has led to the under-representation of the female gender in many professions. Most of the Artificial Intelligence-Natural Language Processing (AI-NLP) models learning from these underrepresented real world datasets amplify the bias in many cases, resulting in traditional biases being reinforced. In this paper, we have discussed how gender bias became ingrained in our society and how it results in the underrepresentation of the female gender in several fields such as education, healthcare, STEM, film industry, food industry, and sports. We shed some light on how traditional gender bias is reflected in AI-NLP systems such as automated resume screening, machine translation, text generation, etc. Future prospects of these AI-NLP applications need to include possible solutions to these existing biased AI-NLP applications, such as debiasing the word embeddings and having guidelines for more ethical and transparent standards. ACM Reference Format: Md. Arshad Ahmed, Madhura Chatterjee, Pankaj Dadure, and Partha Pakray. 2022. The Role of Biased Data in Computerized Gender Discrimination. In Third Workshop on Gender Equality, Diversity, and Inclusion in Software Engineering (GE@ICSE’22), May 20, 2022, Pittsburgh, PA, USA. ACM, New York, NY, USA, 6 pages. https://doi.org/10.1145/3524501.3527599",,978-1-4503-9294-5,10.1145/3524501.3527599,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9853575,Gender Bias;Artificial Intelligence;Natural Language Processing;Debiasing,Training;Conferences;Food industry;Medical services;Learning (artificial intelligence);Machine translation;Standards,,4.0,,18.0,,11 Aug 2022,20-20 May 2022,20-20 May 2022,IEEE,IEEE Conferences
Development of Talent Analytics System,W. J. Sheng; V. A. -L. Thiruchelvam; D. P. Kumar,"Asia Pacific University, Kuala Lumpur, Malaysia; Asia Pacific University, Kuala Lumpur, Malaysia; Asia Pacific University, Kuala Lumpur, Malaysia",2022 IEEE 2nd Mysore Sub Section International Conference (MysuruCon),13 Dec 2022,2022,,,1.0,5.0,"Before a candidate is hired, the Talent Analytics System is designed to quantify and predict their retention. By looking at the candidate's expected retention rate, the organisation will be able to make a hiring decision on whether or not to recruit them. The organisation can decide whether it is worthwhile to invest resources in talent development. The developer will outline the Talent Analytics System development process in this context. In this research, a predictive model is proposed based upon training the skills and capabilities of the talent and predict their retention period. Based upon their similar records the model will predict the retention time of scouted talent based upon their skill and behaviour. This helps management to take decisions on talent scouts on how far the resource is useful to the organization and how they can train the talent further efficiently. And it also reduces the retention of employees and hiring cost of the talent scout in the organization.",,978-1-6654-9790-9,10.1109/MysuruCon55714.2022.9972717,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9972717,Data Analysis;Predictive Model;Talent Management,Training;Data analysis;Resumes;Machine learning;Organizations;Predictive models;Natural language processing,,,,15.0,IEEE,13 Dec 2022,16-17 Oct. 2022,16-17 Oct. 2022,IEEE,IEEE Conferences
Automated Support to Capture Verbal Just-in-Time Requirements in Agile Development: A Practitioner View,C. Hollis; T. Bhowmik,"Information Technology Laboratory, Engineering Research and Development Center, Mississippi, Vicksburg; Computer Science and Engineering Department, Mississippi State University, Starkville, Mississippi",2017 IEEE 25th International Requirements Engineering Conference Workshops (REW),2 Oct 2017,2017,,,419.0,422.0,"Being able to quickly and accurately capture requirements is crucial when using agile methodologies. Requirements, to that end, are often captured in an as-needed and informal manner, with continuous stakeholder interaction. Techniques such as interviews, user stories, rapid feedback, and text mining are commonly used in the industry to gather such informal requirements, which are often congruent with the concept of 'just-in-time' (JIT)-informally represented and continuously refined-requirements. Oral communication is an integral part of most of these techniques, and the loss or misinterpretation of verbally communicated requirements is a daunting problem. To address this issue, we propose a novel framework to assist developers in capturing verbal requirements in an accurate manner. In particular, our framework automatically captures, transcribes, and mines verbal communication, which in turn produces a set of loosely formulated candidate requirements for further elaboration. We also conducted a survey among practitioners concerning requirements in agile methodologies and our framework. The results of this survey provide positive feedback on the prospects of the framework and also indicate the prevalence of JIT requirements in closed source agile projects.",,978-1-5386-3488-2,10.1109/REW.2017.57,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8054888,just-in-time requirements;agile development;audio to text transcription;text mining,Text mining;Software;Stakeholders;Interviews;Tools;Companies;Electronic mail,,3.0,,19.0,IEEE,2 Oct 2017,4-8 Sept. 2017,4-8 Sept. 2017,IEEE,IEEE Conferences
Human Resource Application Development using Person-Job Matching for Placement of Prospective Employees,A. Putri; S. Suakanto; J. Siswanto; F. F. Arifin; I. Darmawan; D. Angela,"Department of Information System, Faculty of Software Engineering, Telkom University, Bandung, Indonesia; Department of Information System, Faculty of Software Engineering, Telkom University, Bandung, Indonesia; Industrial Engineering Research Group, Bandung of Institute Technology, Bandung, Indonesia; Department of Information System, Faculty of Software Engineering, Telkom University, Bandung, Indonesia; Department of Information System, Faculty of Software Engineering, Telkom University, Bandung, Indonesia; Information Techology Research Group, Faculty of Industrial Engineering, Institut Teknologi Harapan Bangsa, Bandung, Indonesia","2023 International Conference on Advancement in Data Science, E-learning and Information System (ICADEIS)",5 Oct 2023,2023,,,1.0,7.0,"The recruitment process presents a significant challenge for Human Resource (HR) staff, particularly in their ability to objectively assess candidate competencies and align them with job requirements. While qualitative comparisons between resumes and position requirements may yield candidates who appear suitable, this approach proves ineffective in terms of time and cost. Furthermore, many recruiters lack sufficient knowledge of the positions they are hiring for, making it difficult to justify their selection decisions. This research aims to address this challenge by developing an HR person-job matching application for the recruitment of prospective employees. The study focuses on analyzing and designing applications that can quantitatively measure the competencies of candidates and compare them with job requirements using a person-job matching method. The effectiveness of this approach was evaluated by testing it on a sample of employees from small and medium-sized enterprises (SMEs). The study found that out of the 16 employees across three job positions, the person-job matching application achieved an accuracy rate of 75%. This accuracy percentage was determined by comparing the fit value results with the actual conditions of the employees in their respective workplaces. The findings highlight the potential of the HR person-job matching application to enhance the efficiency and effectiveness of recruitment efforts.",,979-8-3503-0341-4,10.1109/ICADEIS58666.2023.10270866,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10270866,Person-job fit;Job Satisfaction;Human resource;Application development,Electronic learning;Statistical analysis;Current measurement;Employment;Resumes;Machine learning;Data science,,2.0,,35.0,IEEE,5 Oct 2023,2-3 Aug. 2023,2-3 Aug. 2023,IEEE,IEEE Conferences
Becoming Fully Operational: Employability and the Need for Training of Computer Science Graduates,G. M. Lundberg; B. R. Krogstie; J. Krogstie,"Department of Computer Science, Norwegian University of Science and Technology, Trondheim, Norway; Department of Computer Science, Norwegian University of Science and Technology, Trondheim, Norway; Department of Computer Science, Norwegian University of Science and Technology, Trondheim, Norway",2020 IEEE Global Engineering Education Conference (EDUCON),2020-06-25 00:00:00,2020,,,644.0,651.0,"For graduates in computer science and informatics to get employment as IT professionals, there is a need for their education to provide the competence sought after by employers. To become fully operational in the organization, the candidates typically also need to develop their competence there. For a university offering master’s degrees in computer science and informatics, it is important to know the employers’ view of the relevance of the study programs and what is possibly considered to be lacking. Also, it is essential to know whether the missing part needed to become fully operational should be provided by the university. In this paper, we investigate these questions by asking employers of master students in IT. A combination of in-depth interviews and a survey is used. Analysis of the findings shows that employers overall find the candidates’ competence to be adequate and that the time needed for in-house training is acceptable. We argue that collaboration between university and industry is essential to this success, pointing to a set of key steps in the process from entering a study program to becoming fully operational in work life.",2165-9567,978-1-7281-0930-5,10.1109/EDUCON45650.2020.9125188,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9125188,Employability;Training;Higher Education;Computer Science;Graduates,Computer science;Training;Industries;Conferences;Employment;Collaboration;Organizations,,11.0,,31.0,IEEE,2020-06-25 00:00:00,27-30 April 2020,27-30 April 2020,IEEE,IEEE Conferences
